generated_text,System prompt,Product Title,Product Category,Review Rating,Review Title,Review
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: Galaxy A10E Case, Samsung A10E Case, Asmart Shock Absorption Galaxy A10E Phone Case Slim TPU Bumper Cover Soft Flexible Galaxy A10E Skin Lightweight Protective Case for Samsung Galaxy A10E, Gray | Product Category: Cell Phones & Accessories | Review Rating: 5 | Review Title: Great case for those who have the dropsies | Review: I have had this phone case for awhile.  I have probably dropped my phone a dozen times and I have never had any damage to my phone.  The case is soft and flexible, so it's easy to put on and take off.  It is also easy to hold.  It's a great case.  I love it.  I would recommend it.  It's a great price for a great product.  I have a galaxy a10e and it fits perfectly.  It's a great case.  I would recommend it.  It's a great price for a great product.  I have a galaxy a10e and it fits perfectly.  It's a great case.  I would recommend it. ","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review","Galaxy A10E Case, Samsung A10E Case, Asmart Shock Absorption Galaxy A10E Phone Case Slim TPU Bumper Cover Soft Flexible Galaxy A10E Skin Lightweight Protective Case for Samsung Galaxy A10E, Gray",Cell Phones & Accessories,5,Great case for those who have the dropsies,"I have had this phone case for awhile.  I have probably dropped my phone a dozen times and I have never had any damage to my phone.  The case is soft and flexible, so it's easy to put on and take off.  It is also easy to hold.  It's a great case.  I love it.  I would recommend it.  It's a great price for a great product.  I have a galaxy a10e and it fits perfectly.  It's a great case.  I would recommend it.  It's a great price for a great product.  I have a galaxy a10e and it fits perfectly.  It's a great case.  I would recommend it. "
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: ORETECH Designed for iPhone 5 / 5S / SE (2016) Case,with [2 x Tempered Glass Screen Protector] 360° Full Body for iPhone SE 1st Generation /5S/5 Cover Hard PC Soft Silicone Rubber Case-Rosegold | Product Category: Cell Phones & Accessories | Review Rating: 5 | Review Title: JUST AS GREAT AS IT WAS DESCRIBED!! | Review: The color is a true pink gold & the case fits my iPhone 5s perfectly! I love it!! Thank you!!👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍�","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review","ORETECH Designed for iPhone 5 / 5S / SE (2016) Case,with [2 x Tempered Glass Screen Protector] 360° Full Body for iPhone SE 1st Generation /5S/5 Cover Hard PC Soft Silicone Rubber Case-Rosegold",Cell Phones & Accessories,5,JUST AS GREAT AS IT WAS DESCRIBED!!,The color is a true pink gold & the case fits my iPhone 5s perfectly! I love it!! Thank you!!👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍�
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: TORRAS Crystal Clear Designed for Pixel 4 Case, Google Pixel 4 Case Slim Fit Soft Thin Silicone TPU Shockproof Gel Rubber Cover Case for Google 4 (2019), Black | Product Category: Cell Phones & Accessories | Review Rating: 5 | Review Title: These guys are great! | Review: I love how transparent this case is. Nice and clear to show the phone and the buttons are nice and clicky as always. Some cases you can't feel the buttons but this one is perfect. I also love how they send you a thank you card and a little gift with it. It's a nice touch. I'm going to buy another case from them soon. Great product. Great company. Thank you. 5 stars. 10/10 would recommend. If you're looking for a clear case, I highly recommend this. I'm very happy with my purchase. I highly recommend this product. I am in no way being compensated for this review. I am writing this review because I want to. I am not being paid to write this review. I am not being compensated for this review","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review","TORRAS Crystal Clear Designed for Pixel 4 Case, Google Pixel 4 Case Slim Fit Soft Thin Silicone TPU Shockproof Gel Rubber Cover Case for Google 4 (2019), Black",Cell Phones & Accessories,5,These guys are great!,"I love how transparent this case is. Nice and clear to show the phone and the buttons are nice and clicky as always. Some cases you can't feel the buttons but this one is perfect. I also love how they send you a thank you card and a little gift with it. It's a nice touch. I'm going to buy another case from them soon. Great product. Great company. Thank you. 5 stars. 10/10 would recommend. If you're looking for a clear case, I highly recommend this. I'm very happy with my purchase. I highly recommend this product. I am in no way being compensated for this review. I am writing this review because I want to. I am not being paid to write this review. I am not being compensated for this review"
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: Mr.Shield [3-Pack] Designed For iPhone 7 Plus / iPhone 8 Plus [Tempered Glass] Screen Protector [0.3mm Ultra Thin 9H Hardness 2.5D Round Edge] | Product Category: Cell Phones & Accessories | Review Rating: 5 | Review Title: 👍🏻 | Review: Muy buen artículo 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review",Mr.Shield [3-Pack] Designed For iPhone 7 Plus / iPhone 8 Plus [Tempered Glass] Screen Protector [0.3mm Ultra Thin 9H Hardness 2.5D Round Edge],Cell Phones & Accessories,5,👍🏻,Muy buen artículo 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: Spigen Slim Armor Designed for Apple iPhone 6 Case (2014) - Gunmetal | Product Category: Cell Phones & Accessories | Review Rating: 5 | Review Title: Five Stars | Review: Best iPhone 6 case so far. I've tried 3 and this one beats them all! I love the kickstand. It's a great case! 100% satisfied! :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :)","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review",Spigen Slim Armor Designed for Apple iPhone 6 Case (2014) - Gunmetal,Cell Phones & Accessories,5,Five Stars,Best iPhone 6 case so far. I've tried 3 and this one beats them all! I love the kickstand. It's a great case! 100% satisfied! :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :)
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: Sensyne Phone Tripod, Flexible Cell Phone Tripod with Phone Holder and Wireless Remote, Mini Travel Tripod Stand, Compatible with All Cell Phones, Cameras (Black) | Product Category: Camera & Photo | Review Rating: 5 | Review Title: Exactly as advertised and a good value | Review: Exactly what you’d expect. Can hold phone in landscape or portrait. Great for stabilizing for a video. Or just a good selfie. Very easy to use. Very easy to set up. Very easy to use. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review","Sensyne Phone Tripod, Flexible Cell Phone Tripod with Phone Holder and Wireless Remote, Mini Travel Tripod Stand, Compatible with All Cell Phones, Cameras (Black)",Camera & Photo,5,Exactly as advertised and a good value,Exactly what you’d expect. Can hold phone in landscape or portrait. Great for stabilizing for a video. Or just a good selfie. Very easy to use. Very easy to set up. Very easy to use. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to set up. Very easy to
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: OTTERBOX DEFENDER SERIES Protective Case for iPhone 6 PLUS - Frustration FRĒe Packaging - Black | Product Category: Cell Phones & Accessories | Review Rating: 5 | Review Title: The Best Heavy Duty Protection!, Add a Gadget Guard Glass Screen protector and it gets even better. | Review: this is My go to heavy duty case, and the 6th Otterbox Defender case I have purchased for a succession of iPod Touch's, a couple for my son, and a few for my wife.  This is the first case I have purchased for my iPhone 6 Plus, and I am very happy with it.  It is a little more difficult to get on than the previous cases I have purchased, but it is still pretty easy to install.  The case is very durable and sturdy, and the screen protector is also very good.  I have purchased a Gadget Guard Glass screen protector for my iPhone 6 Plus, and I have never had a scratch on my screen, and the Gadget Guard Glass screen protector is still in perfect condition.  The Otterbox Defender case","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review",OTTERBOX DEFENDER SERIES Protective Case for iPhone 6 PLUS - Frustration FRĒe Packaging - Black,Cell Phones & Accessories,5,"The Best Heavy Duty Protection!, Add a Gadget Guard Glass Screen protector and it gets even better.","this is My go to heavy duty case, and the 6th Otterbox Defender case I have purchased for a succession of iPod Touch's, a couple for my son, and a few for my wife.  This is the first case I have purchased for my iPhone 6 Plus, and I am very happy with it.  It is a little more difficult to get on than the previous cases I have purchased, but it is still pretty easy to install.  The case is very durable and sturdy, and the screen protector is also very good.  I have purchased a Gadget Guard Glass screen protector for my iPhone 6 Plus, and I have never had a scratch on my screen, and the Gadget Guard Glass screen protector is still in perfect condition.  The Otterbox Defender case"
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: OtterBox Defender Series Case and Holster for Samsung Galaxy S4 - Carrier Packaging - Purple/Blue | Product Category: Cell Phones & Accessories | Review Rating: 1 | Review Title: massively disappointed | Review: I'm not pleased with this otterbox.com at all. I bought it due to its slightly smaller size down from the defender. The rubber was too loose and the hard plastic part never fully fit properly no matter how much I messed with it. I tried to return it but they wouldn't take it back. I was massively disappointed. I've had otterbox cases for years and have never had any problems with them. I'm so disappointed that I'll never buy another otterbox case. I'm going to try a lifeproof case instead. I'll update my review if I find the lifeproof case to be as bad as this otterbox. I just hope that it's not. I'm so disappointed. I can't believe that otterbox.com would sell a case that doesn't fit. I'm so disappointed. I'm so disappointed. I","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review",OtterBox Defender Series Case and Holster for Samsung Galaxy S4 - Carrier Packaging - Purple/Blue,Cell Phones & Accessories,1,massively disappointed,I'm not pleased with this otterbox.com at all. I bought it due to its slightly smaller size down from the defender. The rubber was too loose and the hard plastic part never fully fit properly no matter how much I messed with it. I tried to return it but they wouldn't take it back. I was massively disappointed. I've had otterbox cases for years and have never had any problems with them. I'm so disappointed that I'll never buy another otterbox case. I'm going to try a lifeproof case instead. I'll update my review if I find the lifeproof case to be as bad as this otterbox. I just hope that it's not. I'm so disappointed. I can't believe that otterbox.com would sell a case that doesn't fit. I'm so disappointed. I'm so disappointed. I
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: Black Swivel Belt Clip Holster for AT&T Samsung Rugby II A847 | Product Category: Cell Phones & Accessories | Review Rating: 4 | Review Title: Four Stars | Review: LASTED ABOUT A YEAR AND THEN THE CLIP BROKE.  STILL USE IT THOUGH.  IT IS A GREAT HOLDER.  JUST DON'T EXPECT IT TO LAST.  I'VE HAD BETTER AND CHEAPER.  IT JUST SEEMS THAT THE CLIP IS WEAKER THAN THE HOLSTER.  STILL, I WOULD BUY IT AGAIN.  I LIKE IT.  IT'S A GOOD PRODUCT.  JUST NOT VERY DURABLE.  IT DOES THE JOB.  I'M SATISFIED.  JUST DON'T EXPECT IT TO LAST.  IT'S CHEAP.  BUT I'VE HAD CHEAPER","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review",Black Swivel Belt Clip Holster for AT&T Samsung Rugby II A847,Cell Phones & Accessories,4,Four Stars,"LASTED ABOUT A YEAR AND THEN THE CLIP BROKE.  STILL USE IT THOUGH.  IT IS A GREAT HOLDER.  JUST DON'T EXPECT IT TO LAST.  I'VE HAD BETTER AND CHEAPER.  IT JUST SEEMS THAT THE CLIP IS WEAKER THAN THE HOLSTER.  STILL, I WOULD BUY IT AGAIN.  I LIKE IT.  IT'S A GOOD PRODUCT.  JUST NOT VERY DURABLE.  IT DOES THE JOB.  I'M SATISFIED.  JUST DON'T EXPECT IT TO LAST.  IT'S CHEAP.  BUT I'VE HAD CHEAPER"
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: Anker Lightning Cable / iPhone Charging Charger Cable (3ft), MFi Certified for iPhone XS / XS Max / XR / X / 8 / 8 Plus / 7 / 7 Plus / 6 / 6 Plus / 5S (White) | Product Category: Cell Phones & Accessories | Review Rating: 5 | Review Title: Cable | Review: Works well recharging my apple products.  I like the length, not too short.  I have not had any issues with it.  I am very happy with the purchase.  I would purchase this again.  I would recommend this product.  I purchased this product for a reduced price to provide an honest review.  I was not required to give a positive review.  This review is my honest opinion.  This review is for the iPhone 6s Plus.  I have had this product for a year.  It is still working well.  I am very happy with the purchase.  I would purchase this product again.  I would recommend this","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review","Anker Lightning Cable / iPhone Charging Charger Cable (3ft), MFi Certified for iPhone XS / XS Max / XR / X / 8 / 8 Plus / 7 / 7 Plus / 6 / 6 Plus / 5S (White)",Cell Phones & Accessories,5,Cable,"Works well recharging my apple products.  I like the length, not too short.  I have not had any issues with it.  I am very happy with the purchase.  I would purchase this again.  I would recommend this product.  I purchased this product for a reduced price to provide an honest review.  I was not required to give a positive review.  This review is my honest opinion.  This review is for the iPhone 6s Plus.  I have had this product for a year.  It is still working well.  I am very happy with the purchase.  I would purchase this product again.  I would recommend this"
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: (2 Pack) Supershieldz Designed for Apple iPhone 11 and iPhone XR (6.1 inch) (Privacy) Anti Spy Tempered Glass Screen Protector, 0.33mm, Anti Scratch, Bubble Free | Product Category: Cell Phones & Accessories | Review Rating: 4 | Review Title: Worth the money | Review: Love the private screen but it does crack pretty easy if dropped. I’m glad it was a two pack of screen protectors. I accidentally dropped my phone on the corner and the screen protector cracked. I was able to remove it without damaging the phone screen. I was able to put the other screen protector on and it works fine. I would recommend this product. I have used it before. I would purchase again. I am not sure if I would recommend the privacy screen. I personally don’t like it. I have a hard time seeing my screen. I have to turn the brightness up a lot. It’s a great product overall. I would recommend it. I’m not sure if I would recommend the privacy screen. It’s a little dark. I have a hard time seeing","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review","(2 Pack) Supershieldz Designed for Apple iPhone 11 and iPhone XR (6.1 inch) (Privacy) Anti Spy Tempered Glass Screen Protector, 0.33mm, Anti Scratch, Bubble Free",Cell Phones & Accessories,4,Worth the money,Love the private screen but it does crack pretty easy if dropped. I’m glad it was a two pack of screen protectors. I accidentally dropped my phone on the corner and the screen protector cracked. I was able to remove it without damaging the phone screen. I was able to put the other screen protector on and it works fine. I would recommend this product. I have used it before. I would purchase again. I am not sure if I would recommend the privacy screen. I personally don’t like it. I have a hard time seeing my screen. I have to turn the brightness up a lot. It’s a great product overall. I would recommend it. I’m not sure if I would recommend the privacy screen. It’s a little dark. I have a hard time seeing
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: OTTERBOX DEFENDER SERIES Case for iPhone SE (1st gen - 2016) and iPhone 5/5s - Frustration FRĒePackaging - GLACIER (WHITE/GUNMETAL GREY) | Product Category: Cell Phones & Accessories | Review Rating: 5 | Review Title: iPhone still not shattered! | Review: What can be said negatively about OtterBox except price which is well worth it when you consider the cost of a screen replacement. This is my second OtterBox and I will never use another case. My phone is still not shattered. I have dropped my phone a few times and I am thankful for this case. I am clumsy and this case has protected my phone! I would recommend this to anyone who is clumsy or just wants to protect their phone. I am so glad I have this case. I have no complaints. I have the OtterBox Defender series for my iPhone 5S and iPhone SE. I will be purchasing another one for my next iPhone. I would like to see more colors to choose from. Thank you OtterBox for","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review",OTTERBOX DEFENDER SERIES Case for iPhone SE (1st gen - 2016) and iPhone 5/5s - Frustration FRĒePackaging - GLACIER (WHITE/GUNMETAL GREY),Cell Phones & Accessories,5,iPhone still not shattered!,What can be said negatively about OtterBox except price which is well worth it when you consider the cost of a screen replacement. This is my second OtterBox and I will never use another case. My phone is still not shattered. I have dropped my phone a few times and I am thankful for this case. I am clumsy and this case has protected my phone! I would recommend this to anyone who is clumsy or just wants to protect their phone. I am so glad I have this case. I have no complaints. I have the OtterBox Defender series for my iPhone 5S and iPhone SE. I will be purchasing another one for my next iPhone. I would like to see more colors to choose from. Thank you OtterBox for
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: 3 in 1 Charging Station for Apple Products, Removable Charging Stand for iPhone Series AirPods Pro/3/2/1, Charging Dock for Apple Watch SE/Ultra/8/7/6/5/4/3/2/1(with 15W Adapter and Cable)(Silver) | Product Category: All Electronics | Review Rating: 1 | Review Title: Short lifespan | Review: It stopped working after just three months of use.  It was not a cheap product.  I have had similar products for years and they work.  This one just stopped working.  Disappointed.  I would not recommend this product.  I have bought a different product that is working well.  I will update if this product begins working again.  I would not recommend this product.  It is not worth the money.  I have bought a different product that is working well.  I will update if this product begins working again.  I would not recommend this product.  It is not worth the money.  I have bought a different product that is working well","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review","3 in 1 Charging Station for Apple Products, Removable Charging Stand for iPhone Series AirPods Pro/3/2/1, Charging Dock for Apple Watch SE/Ultra/8/7/6/5/4/3/2/1(with 15W Adapter and Cable)(Silver)",All Electronics,1,Short lifespan,It stopped working after just three months of use.  It was not a cheap product.  I have had similar products for years and they work.  This one just stopped working.  Disappointed.  I would not recommend this product.  I have bought a different product that is working well.  I will update if this product begins working again.  I would not recommend this product.  It is not worth the money.  I have bought a different product that is working well.  I will update if this product begins working again.  I would not recommend this product.  It is not worth the money.  I have bought a different product that is working well
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: cyd_amsy 2022 iPhone SE 3 Case - Lovely Christmas Snowman with Red Scarf and Top Hat Pattern Slim Folio PU Leather Wallet Case Stand Cover with Cash Card Slots for iPhone 7,iPhone 8,iPhone SE 2th | Product Category: Cell Phones & Accessories | Review Rating: 5 | Review Title: Great for the holidays | Review: Very showey. Great color and design. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review","cyd_amsy 2022 iPhone SE 3 Case - Lovely Christmas Snowman with Red Scarf and Top Hat Pattern Slim Folio PU Leather Wallet Case Stand Cover with Cash Card Slots for iPhone 7,iPhone 8,iPhone SE 2th",Cell Phones & Accessories,5,Great for the holidays,Very showey. Great color and design. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays. I love it. Great for the holidays
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: OtterBox iPhone 13 Pro Max & 12 Pro Max Holster available upon request and not included, see packaging for details Defender Series XT Case-BLACK, screenless, rugged,snaps to MagSafe,lanyard attachment | Product Category: Cell Phones & Accessories | Review Rating: 5 | Review Title: Otterbox is the only way | Review: Needed an otterbox with MagSafe.  Got this with a steep discount and I cannot complain. I absolutely love it.  I have dropped my phone and it has protected it.  I have been using Otterbox for years and this is the best one yet.  I will buy again when I need to.  It is worth the money.  It is a bit bulky but I am used to it.  The holster is a nice feature.  I have been using it for a couple of months now and I am still very happy with it.  The MagSafe works perfectly.  I use it with my Apple Watch and my wireless charger.  It is just a great case.  I have had no problems with it","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review","OtterBox iPhone 13 Pro Max & 12 Pro Max Holster available upon request and not included, see packaging for details Defender Series XT Case-BLACK, screenless, rugged,snaps to MagSafe,lanyard attachment",Cell Phones & Accessories,5,Otterbox is the only way,Needed an otterbox with MagSafe.  Got this with a steep discount and I cannot complain. I absolutely love it.  I have dropped my phone and it has protected it.  I have been using Otterbox for years and this is the best one yet.  I will buy again when I need to.  It is worth the money.  It is a bit bulky but I am used to it.  The holster is a nice feature.  I have been using it for a couple of months now and I am still very happy with it.  The MagSafe works perfectly.  I use it with my Apple Watch and my wireless charger.  It is just a great case.  I have had no problems with it
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: DiCAPac WP-C1 Black Premium Series Waterproof Case for Smartphones up to 5.1-Inches | Product Category: Cell Phones & Accessories | Review Rating: 4 | Review Title: seems good | Review: Didn't ever completely submerge this in water, but I did use it when I vacationed in Hawaii and it worked great for keeping sand, ocean, and river water away from my precious, new iPhone5. I don't know if I would ever risk using this for scuba diving, but it seems like it would be good for snorkeling. I think it is a good case, but it is not a case that I would use for every day use. I would not use it to take photos with, because the lens is covered by the case and the case is a little bit thick. I think it is great for keeping water away from your phone, but I don't know if I would use it for everyday use. I think it is a great case for the price. I think it is a good case for the price. I think it is a good case for the price. I","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review",DiCAPac WP-C1 Black Premium Series Waterproof Case for Smartphones up to 5.1-Inches,Cell Phones & Accessories,4,seems good,"Didn't ever completely submerge this in water, but I did use it when I vacationed in Hawaii and it worked great for keeping sand, ocean, and river water away from my precious, new iPhone5. I don't know if I would ever risk using this for scuba diving, but it seems like it would be good for snorkeling. I think it is a good case, but it is not a case that I would use for every day use. I would not use it to take photos with, because the lens is covered by the case and the case is a little bit thick. I think it is great for keeping water away from your phone, but I don't know if I would use it for everyday use. I think it is a great case for the price. I think it is a good case for the price. I think it is a good case for the price. I"
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: Reboos iPhone X Case [Go Clear Series] 0.3 mm Ultra Thin iPhone X Clear Case Soft Flexible with Anti-Yellow Coating for The New iPhone 10 (5.8"") (2017) | Product Category: Cell Phones & Accessories | Review Rating: 4 | Review Title: Should be thinner | Review: Not as thin as they claim.  It’s still a good case.  It’s just not clear.  I’ll keep it for now.  But I’d rather have it thinner.  The thinness is what I’m looking for.  It’s still better than the thicker cases.  I’m not sure why they claim it’s thinner than it is.  I’m going to keep it for now.  But I’m not sure if I’ll keep it.  I’m still looking for a thinner case.  I’m not sure if I’ll keep it.  I’m still looking for a thinner case.  I’m not sure if I","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review","Reboos iPhone X Case [Go Clear Series] 0.3 mm Ultra Thin iPhone X Clear Case Soft Flexible with Anti-Yellow Coating for The New iPhone 10 (5.8"") (2017)",Cell Phones & Accessories,4,Should be thinner,Not as thin as they claim.  It’s still a good case.  It’s just not clear.  I’ll keep it for now.  But I’d rather have it thinner.  The thinness is what I’m looking for.  It’s still better than the thicker cases.  I’m not sure why they claim it’s thinner than it is.  I’m going to keep it for now.  But I’m not sure if I’ll keep it.  I’m still looking for a thinner case.  I’m not sure if I’ll keep it.  I’m still looking for a thinner case.  I’m not sure if I
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: OtterBox Symmetry Series Case for Google Pixel 2 (NOT XL) Non-Retail Packaging - Black | Product Category: All Electronics | Review Rating: 3 | Review Title: Looks good but no packaging. | Review: I'm a little leary of this case simply because it just came in a bubble sleeve with no packaging just the case.  It looks good but I'm not sure if it is a legit case or not.  I'm not going to take the chance of putting my phone in it.  I'll be returning it.  I would have given it 5 stars if it came with the packaging.  I'm just not sure if it is legit or not.  It is a nice looking case but I'm not going to take the chance of putting my phone in it.  I'll be returning it.  I would have given it 5 stars if it came with the packaging.  I'm just not sure if it is legit or not","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review",OtterBox Symmetry Series Case for Google Pixel 2 (NOT XL) Non-Retail Packaging - Black,All Electronics,3,Looks good but no packaging.,I'm a little leary of this case simply because it just came in a bubble sleeve with no packaging just the case.  It looks good but I'm not sure if it is a legit case or not.  I'm not going to take the chance of putting my phone in it.  I'll be returning it.  I would have given it 5 stars if it came with the packaging.  I'm just not sure if it is legit or not.  It is a nice looking case but I'm not going to take the chance of putting my phone in it.  I'll be returning it.  I would have given it 5 stars if it came with the packaging.  I'm just not sure if it is legit or not
"System prompt : Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review | Product Title: Incipio offgrid Power Pack Wireless Battery Case 2200 mAh for Moto Z, Force - Black | Product Category: Cell Phones & Accessories | Review Rating: 5 | Review Title: So worth having a charged phone all day | Review: Went to return this item, but changed my mind. Thought it may have been over kill for a business trip. I was wrong. On a full charge, both phone and pack, I had power all day and didn't put it back on the charger until I was in my hotel room. The pack did not heat up, even with the phone screen on and it's not bulky. The pack is a little heavy, but I didn't mind. I have a Moto Z Force. It's a little tricky to get the phone in and out of the pack. I'm not sure if it's because the pack is new or not. I'm going to try to get a second pack. I'm sure it will come in handy. I'm sure the pack will last a long time. The pack does not have a power indicator light. So I'm not sure how","Given the Product Title, Product Category, Review Rating and Review Title, you are required to generate the Review","Incipio offgrid Power Pack Wireless Battery Case 2200 mAh for Moto Z, Force - Black",Cell Phones & Accessories,5,So worth having a charged phone all day,"Went to return this item, but changed my mind. Thought it may have been over kill for a business trip. I was wrong. On a full charge, both phone and pack, I had power all day and didn't put it back on the charger until I was in my hotel room. The pack did not heat up, even with the phone screen on and it's not bulky. The pack is a little heavy, but I didn't mind. I have a Moto Z Force. It's a little tricky to get the phone in and out of the pack. I'm not sure if it's because the pack is new or not. I'm going to try to get a second pack. I'm sure it will come in handy. I'm sure the pack will last a long time. The pack does not have a power indicator light. So I'm not sure how"
